date,lat,lon,name,wind_dir,wind_speed
2018-03-15 00:00:00,-29.917965,-71.237732,ceaza,256.8725280761719,1.7428796291351318
2018-03-15 00:00:00,-29.935963,-71.227356,cerrogrande,260.0345764160156,1.7257791757583618
2018-03-15 00:00:00,-29.891006,-71.299988,mar1,239.4263458251953,2.1930463314056396
2018-03-15 00:00:00,-29.944931,-71.196198,cerro2,266.34716796875,1.6709105968475342
2018-03-15 01:00:00,-29.917965,-71.237732,ceaza,283.84552001953125,2.5994341373443604
2018-03-15 01:00:00,-29.935963,-71.227356,cerrogrande,290.3708801269531,2.9565327167510986
2018-03-15 01:00:00,-29.891006,-71.299988,mar1,272.71197509765625,4.102928638458252
2018-03-15 01:00:00,-29.944931,-71.196198,cerro2,268.9956970214844,3.6065704822540283
2018-03-15 02:00:00,-29.917965,-71.237732,ceaza,354.6781311035156,2.2031867504119873
2018-03-15 02:00:00,-29.935963,-71.227356,cerrogrande,0.2678111493587494,2.54986834526062
2018-03-15 02:00:00,-29.891006,-71.299988,mar1,344.0865478515625,2.6759302616119385
2018-03-15 02:00:00,-29.944931,-71.196198,cerro2,314.3877868652344,0.9124837517738342
2018-03-15 03:00:00,-29.917965,-71.237732,ceaza,20.91123390197754,1.619057297706604
2018-03-15 03:00:00,-29.935963,-71.227356,cerrogrande,26.688148498535156,2.4591846466064453
2018-03-15 03:00:00,-29.891006,-71.299988,mar1,350.2156982421875,3.385819673538208
2018-03-15 03:00:00,-29.944931,-71.196198,cerro2,123.66329956054688,0.31400540471076965
2018-03-15 04:00:00,-29.917965,-71.237732,ceaza,46.652156829833984,1.3190832138061523
2018-03-15 04:00:00,-29.935963,-71.227356,cerrogrande,30.4343204498291,2.238554000854492
2018-03-15 04:00:00,-29.891006,-71.299988,mar1,345.5716857910156,2.9528703689575195
2018-03-15 04:00:00,-29.944931,-71.196198,cerro2,188.542724609375,0.5641745328903198
2018-03-15 05:00:00,-29.917965,-71.237732,ceaza,34.58725357055664,1.2614718675613403
2018-03-15 05:00:00,-29.935963,-71.227356,cerrogrande,24.013818740844727,1.9240226745605469
2018-03-15 05:00:00,-29.891006,-71.299988,mar1,359.4808654785156,2.724506139755249
2018-03-15 05:00:00,-29.944931,-71.196198,cerro2,243.50709533691406,0.5116118788719177
2018-03-15 06:00:00,-29.917965,-71.237732,ceaza,54.99549102783203,1.5551023483276367
2018-03-15 06:00:00,-29.935963,-71.227356,cerrogrande,36.79520797729492,1.8872977495193481
2018-03-15 06:00:00,-29.891006,-71.299988,mar1,11.371912002563477,3.0217702388763428
2018-03-15 06:00:00,-29.944931,-71.196198,cerro2,249.70245361328125,0.7517041563987732
2018-03-15 07:00:00,-29.917965,-71.237732,ceaza,48.620506286621094,1.4596620798110962
2018-03-15 07:00:00,-29.935963,-71.227356,cerrogrande,30.127227783203125,2.0652129650115967
2018-03-15 07:00:00,-29.891006,-71.299988,mar1,349.3260192871094,3.380157232284546
2018-03-15 07:00:00,-29.944931,-71.196198,cerro2,246.7254180908203,0.6377273201942444
2018-03-15 08:00:00,-29.917965,-71.237732,ceaza,54.32344436645508,1.367403268814087
2018-03-15 08:00:00,-29.935963,-71.227356,cerrogrande,33.73313903808594,2.224024772644043
2018-03-15 08:00:00,-29.891006,-71.299988,mar1,343.5758972167969,3.3080592155456543
2018-03-15 08:00:00,-29.944931,-71.196198,cerro2,179.8282470703125,0.31175696849823
2018-03-15 09:00:00,-29.917965,-71.237732,ceaza,48.58639144897461,1.126205563545227
2018-03-15 09:00:00,-29.935963,-71.227356,cerrogrande,35.560943603515625,1.9304720163345337
2018-03-15 09:00:00,-29.891006,-71.299988,mar1,339.2841491699219,2.7486143112182617
2018-03-15 09:00:00,-29.944931,-71.196198,cerro2,162.3990478515625,0.19195221364498138
2018-03-15 10:00:00,-29.917965,-71.237732,ceaza,53.65423583984375,0.7395077347755432
2018-03-15 10:00:00,-29.935963,-71.227356,cerrogrande,24.274091720581055,1.618361234664917
2018-03-15 10:00:00,-29.891006,-71.299988,mar1,335.55426025390625,2.7303173542022705
2018-03-15 10:00:00,-29.944931,-71.196198,cerro2,253.941650390625,0.3279256522655487
2018-03-15 11:00:00,-29.917965,-71.237732,ceaza,141.2162322998047,0.10794282704591751
2018-03-15 11:00:00,-29.935963,-71.227356,cerrogrande,355.8270568847656,1.0735487937927246
2018-03-15 11:00:00,-29.891006,-71.299988,mar1,331.5148010253906,2.9267313480377197
2018-03-15 11:00:00,-29.944931,-71.196198,cerro2,250.75929260253906,1.076322317123413
2018-03-15 12:00:00,-29.917965,-71.237732,ceaza,239.98675537109375,0.4797438979148865
2018-03-15 12:00:00,-29.935963,-71.227356,cerrogrande,314.2369384765625,0.9304766058921814
2018-03-15 12:00:00,-29.891006,-71.299988,mar1,338.3193664550781,2.7351105213165283
2018-03-15 12:00:00,-29.944931,-71.196198,cerro2,259.62799072265625,1.428879976272583
2018-03-15 13:00:00,-29.917965,-71.237732,ceaza,289.000244140625,1.7124245166778564
2018-03-15 13:00:00,-29.935963,-71.227356,cerrogrande,292.8104553222656,1.6954947710037231
2018-03-15 13:00:00,-29.891006,-71.299988,mar1,329.2671813964844,2.109066963195801
2018-03-15 13:00:00,-29.944931,-71.196198,cerro2,281.4281311035156,1.921176791191101
2018-03-15 14:00:00,-29.917965,-71.237732,ceaza,290.39739990234375,2.6484322547912598
2018-03-15 14:00:00,-29.935963,-71.227356,cerrogrande,284.1935729980469,2.6930055618286133
2018-03-15 14:00:00,-29.891006,-71.299988,mar1,294.3102722167969,1.6751598119735718
