date,wind_speed,wind_dir,name,lat,lon
2018-03-14 00:00:00,1.296,225.059,ceaza,-29.915015,-71.242214
2018-03-14 01:00:00,1.128,225.764,ceaza,-29.915015,-71.242214
2018-03-14 02:00:00,1.441,247.529,ceaza,-29.915015,-71.242214
2018-03-14 03:00:00,1.007,281.097,ceaza,-29.915015,-71.242214
2018-03-14 04:00:00,0.686,230.474,ceaza,-29.915015,-71.242214
2018-03-14 05:00:00,1.342,79.121,ceaza,-29.915015,-71.242214
2018-03-14 06:00:00,1.266,90.749,ceaza,-29.915015,-71.242214
2018-03-14 07:00:00,0.195,112.216,ceaza,-29.915015,-71.242214
2018-03-14 08:00:00,0.469,246.837,ceaza,-29.915015,-71.242214
2018-03-14 09:00:00,1.303,262.488,ceaza,-29.915015,-71.242214
2018-03-14 10:00:00,2.036,258.767,ceaza,-29.915015,-71.242214
2018-03-14 11:00:00,1.991,276.982,ceaza,-29.915015,-71.242214
2018-03-14 12:00:00,2.16,288.629,ceaza,-29.915015,-71.242214
2018-03-14 13:00:00,2.086,277.491,ceaza,-29.915015,-71.242214
2018-03-14 14:00:00,2.222,286.629,ceaza,-29.915015,-71.242214
2018-03-14 15:00:00,1.962,295.422,ceaza,-29.915015,-71.242214
2018-03-14 16:00:00,2.021,306.365,ceaza,-29.915015,-71.242214
2018-03-14 17:00:00,1.905,319.331,ceaza,-29.915015,-71.242214
2018-03-14 18:00:00,1.436,340.964,ceaza,-29.915015,-71.242214
2018-03-14 19:00:00,0.764,334.47,ceaza,-29.915015,-71.242214
2018-03-14 20:00:00,0.459,325.244,ceaza,-29.915015,-71.242214
2018-03-14 21:00:00,0.618,306.612,ceaza,-29.915015,-71.242214
2018-03-14 22:00:00,0.301,15.923,ceaza,-29.915015,-71.242214
2018-03-14 23:00:00,0.895,75.398,ceaza,-29.915015,-71.242214
2018-03-15 00:00:00,1.097,165.61,ceaza,-29.915015,-71.242214
2018-03-15 01:00:00,0.773,171.677,ceaza,-29.915015,-71.242214
2018-03-15 02:00:00,0.569,156.404,ceaza,-29.915015,-71.242214
2018-03-15 03:00:00,1.047,173.044,ceaza,-29.915015,-71.242214
2018-03-15 04:00:00,0.689,213.946,ceaza,-29.915015,-71.242214
2018-03-15 05:00:00,0.656,127.241,ceaza,-29.915015,-71.242214
2018-03-15 06:00:00,1.702,80.521,ceaza,-29.915015,-71.242214
2018-03-15 07:00:00,0.649,172.753,ceaza,-29.915015,-71.242214
2018-03-15 08:00:00,1.432,214.099,ceaza,-29.915015,-71.242214
